numero_questao,enunciado,alternativas,nu_param_B,gabarito
80,"Numa sociedade em transição, a marcha da mudança, em diferentes graus, está
impressa em todos os aspectos da ordem social, especialmente no jogo político, que
nessas sociedades sempre apresenta padrões característicos de ambivalência, cujas
raízes sociais se encontram na coexistência de dois padrões de estrutura social: o padrão
tradicional, em declínio, e o novo, emergente, em expansão. Em tais situações, é possível
encontrar, simultaneamente, apoio para uma orientação política ou para outra que seja
exatamente o seu oposto. O padrão ambivalente do processo político, nas sociedades em
desenvolvimento, é o que explica um dos seus traços mais salientes, e que consiste na
tendência ao adiamento das grandes decisões. Resulta daí que a inércia política ou a
convulsão política podem se suceder uma à outra em períodos surpreendentemente
curtos.
PINTO, L. A. C. Sociologia e desenvolvimento. Rio de Janeiro: Civilização Brasileira, 1975 (adaptado).
De acordo com a perspectiva apresentada, central no pensamento social brasileiro dos
anos 1950 e 1960, o desenvolvimento do país foi marcado por",A: radicalidade nas agendas de reforma das elites dirigentes.; B: anomalias na execução dos planos econômicos ortodoxos.; C: descompassos na construção de quadros institucionais modernos.; D: ilegitimidade na atuação dos movimentos de representação classista.; E: vagarosidade na dinâmica de aperfeiçoamento dos programas partidários.,2.10818,C
81,"Manifesto dos Pioneiros da Educação Nova — 1932
A Educação Nova, alargando a sua finalidade para além dos limites das classes,
assume, com uma feição mais humana, a sua verdadeira função social, preparando-se
para formar “a hierarquia democrática” pela “hierarquia das capacidades”, recrutadas em
todos os grupos sociais, a que se abrem as mesmas oportunidades de educação. Ela
tem, por objeto, organizar e desenvolver os meios de ação durável com o fim de “dirigir os
desenvolvimentos natural e integral do ser humano em cada uma das etapas de seu
crescimento”, de acordo com uma certa concepção do mundo.
Disponível em: www.histedbr.fe.unicamp.br. Acesso em: 7 out. 2015.
Os autores do manifesto citado procuravam contrapor-se ao caráter oligárquico da
sociedade brasileira. Nesse sentido, o trecho propõe uma relação necessária entre",A: ensino técnico e mercado de trabalho.; B: acesso à escola e valorização do mérito.; C: ampliação de vagas e formação de gestores.; D: disponibilidade de financiamento e pesquisa avançada.; E: remuneração de professores e extinção do analfabetismo.,0.57725,B
82,"Sócrates: “Quem não sabe o que uma coisa é, como poderia saber de que tipo de
coisa ela é? Ou te parece ser possível alguém que não conhece absolutamente quem é
Mênon, esse alguém saber se ele é belo, se é rico e ainda se é nobre? Parece-te ser isso
possível? Assim, Mênon, que coisa afirmas ser a virtude?”.
PLATÃO. Mênon. Rio de Janeiro: PUC-Rio; São Paulo: Loyola, 2001 (adaptado).
A atitude apresentada na interlocução do filósofo com Mênon é um exemplo da utilização
do(a)",A: escrita epistolar.; B: método dialético.; C: linguagem trágica.; D: explicação fisicalista.; E: suspensão judicativa.,0.84844,B
83,"No seio de diversos povos africanos, nomeadamente no antigo Reino do Congo,
existem testemunhos gráficos de que a escrita tomava várias formas. Exemplo disso são
as tampas de panela esculpidas em baixo-relevo do povo Woyo (região de Cabinda), com
cenas e provérbios do cotidiano, desenhos na terra ou areia, imagens gravadas ou
inscritas nos bastões de chefe ou em pedras sagradas, mas, sobretudo, movimentos do
corpo humano inscritos num gestual familiar. Entre os Woyo existia o costume de os pais
oferecerem aos filhos testos ou tampas de panelas entalhados, transmitindo uma espécie
de recado, com signos codificados que traduziam orientações para conseguir uma boa
relação conjugal, ter sensatez na escolha do cônjuge e estar alerta para as dificuldades
do casamento.
RODRIGUES, M. R. A. M.; TAVARES, A. C. P. Singularidades museológicas de uma tábua 
com esculturas em diálogo: do alambamento ao casamento em Cabinda (Angola). 
Anais do Museu Paulista, n. 2, maio-ago. 2017 (adaptado).
Para o povo Woyo, os artefatos culturais mencionados no texto cumprem a função de
uma",A: pedagogia dos costumes sociais.; B: imposição das formas de comunicação.; C: desvalorização dos comportamentos da juventude.; D: destituição dos valores do matrimônio.; E: etnografia das celebrações religiosas.,0.83936,A
84,"O torém dependia de organização familiar, sendo brincado por pessoas com vínculos
de parentesco e afinidade que viviam no local. Era visto como uma brincadeira, um
entretenimento feito para os próprios participantes e seus conhecidos. O tempo do caju
era o pretexto para sua realização, sendo chamadas várias pessoas da região a fim de
tomar mocororó, bebida fermentada do caju.
VALLE, C. G. O. Torém/Toré: tradições e invenção no quadro de multiplicidade étnica do Ceará contemporâneo. In:
GRÜNEWALD, R. A. (Org.). Toré: regime encantado dos índios do Nordeste. Recife: Fundaj-Massangana, 2005.
O ritual mencionado no texto atribui à manifestação cultural de grupos indígenas do
Nordeste brasileiro a função de",A: celebrar a história oficial.; B: estimular a coesão social.; C: superar a atividade artesanal.; D: manipular a memória individual.; E: modernizar o comércio tradicional.,1.15587,B
85,"Escravo fugido. Jornal Correio Paulistano, 13 de abril de 1879. Disponível em: 
http://bndigital.bn.gov.br. Acesso em: 2 ago. 2019 (adaptado).
No anúncio publicado na segunda metade do século XIX, qual a estratégia de resistência
escrava apresentada?",A: Criação de relações de trabalho.; B: Fundação de territórios quilombolas.; C: Suavização da aplicação de normas.; D: Regularização das funções remuneradas.; E: Constituição de economia de subsistência.,1.81119,A
86,"A filosofia é como uma árvore, cujas raízes são a metafísica; o tronco, a física, e os
ramos que saem do tronco são todas as outras ciências, que se reduzem a três principais:
a medicina, a mecânica e a moral, entendendo por moral a mais elevada e a mais perfeita
porque pressupõe um saber integral das outras ciências, e é o último grau da sabedoria.
DESCARTES, R. Princípios da filosofia. Lisboa: Edições 70, 1997 (adaptado).
Essa construção alegórica de Descartes, acerca da condição epistemológica da filosofia,
tem como objetivo",A: sustentar a unidade essencial do conhecimento.; B: refutar o elemento fundamental das crenças.; C: impulsionar o pensamento especulativo.; D: recepcionar o método experimental.; E: incentivar a suspensão dos juízos.,0.04233,A
87,"Minha fórmula para o que há de grande no indivíduo é amor fati: nada desejar além
daquilo que é, nem diante de si, nem atrás de si, nem nos séculos dos séculos. Não se
contentar em suportar o inelutável, e ainda menos dissimulá-lo, mas amá-lo.
NIETZSCHE apud FERRY, L. Aprender a viver: filosofia para os novos tempos. 
Rio de Janeiro: Objetiva, 2010 (adaptado).
Essa fórmula indicada por Nietzsche consiste em uma crítica à tradição cristã que",A: combate as práticas sociais de cunho afetivo.; B: impede o avanço científico no contexto moderno.; C: associa os cultos pagãos à sacralização da natureza.; D: condena os modelos filosóficos da Antiguidade Clássica.; E: consagra a realização humana ao campo transcendental.,1.57817,E
88,"É preciso usar de violência e rebater varonilmente os apetites dos sentidos sem
atender ao que a carne quer ou não quer, mas trabalhando por sujeitá-la ao espírito,
ainda que se revolte. Cumpre castigá-la e curvá-la à sujeição, a tal ponto que esteja
disposta para tudo, sabendo contentar-se com pouco e deleitar-se com a simplicidade,
sem resmungar por qualquer incômodo.
KEMPIS, T. Imitação de Cristo. Petrópolis: Vozes, 2015.
Qual característica do ascetismo medieval é destacada no texto?",A: Exaltação do ritualismo litúrgico.; B: Afirmação do pensamento racional.; C: Desqualificação da atividade laboral.; D: Condenação da alimentação impura.; E: Desvalorização da materialidade corpórea.,1.19286,E
89,"Movimento de translação da Terra
Disponível em: www.cdcc.usp.br. Acesso em: 27 jul. 2010 (adaptado).
Considerando as informações apresentadas, o prédio do Congresso Nacional, em
Brasília, no dia 21 de junho, às 12 horas, projetará sua sombra para a direção",A: norte.; B: sul.; C: leste.; D: oeste.; E: nordeste.,2.56419,B
90,"TEXTO I
EIGENHEER, E. M. Lixo: a limpeza urbana através dos tempos. Porto Alegre: Gráfica Palloti, 2009.
TEXTO II
A repugnante tarefa de carregar lixo e os dejetos da casa para as praças e praias era
geralmente destinada ao único escravo da família ou ao de menor status ou valor. Todas
as noites, depois das dez horas, os escravos conhecidos popularmente como “tigres”
levavam tubos ou barris de excremento e lixo sobre a cabeça pelas ruas do Rio.
KARASCH, M. C. A vida dos escravos no Rio de Janeiro, 1808-1850. Rio de Janeiro: Cia. das Letras, 2000.
A ação representada na imagem e descrita no texto evidencia uma prática do cotidiano
nas cidades no Brasil nos séculos XVIII e XIX caracterizada pela",A: valorização do trabalho braçal.; B: reiteração das hierarquias sociais.; C: sacralização das atividades laborais.; D: superação das exclusões econômicas.; E: ressignificação das heranças religiosas.,0.664,B
