numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano,enunciado_limpo,alternativas_limpo
15,D,1.11385,"A promessa da tecnologia moderna se converteu em uma ameaça, ou esta se associou àquela de forma indissolúvel. Ela vai além da constatação da ameaça física. Concebida para a felicidade humana, a submissão da natureza, na sobremedida de seu sucesso, que agora se estende à própria natureza do homem, conduziu ao maior desaﬁo já posto ao ser humano pela sua própria ação. O novo continente da práxis coletiva que adentramos com a alta tecnologia ainda constitui, para a teoria ética, uma terra de ninguém.JONAS, H. O princípio da responsabilidade . Rio de Janeiro:  Contraponto; Editora PUC-Rio, 2011 (adaptado).As implicações éticas da articulação apresentada no texto impulsionam a necessidade de construção de um novo padrão de comportamento, cujo objetivo consiste em garantir o(a)",A: pragmatismo da escolha individual; B: sobrevivência de gerações futuras; C: fortalecimento de políticas liberais; D: valorização de múltiplas etnias; E: promoção da inclusão social,2016,adaptado adentramos agora ainda alta além ameaça apresentada articulação associou ação coletiva comportamento concebida conduziu consiste constatação constitui construção continente contraponto converteu cujo editora estende felicidade forma física garantir h homem humana humano implicações impulsionam indissolúvel janeiro jonas maior moderna natureza necessidade ninguém novo objetivo padrão posto princípio promessa práxis própria puc responsabilidade rio sobremedida submissão sucesso tecnologia teoria terra texto vai àquela ética éticas,A: escolha individual pragmatismo; B: futuras gerações sobrevivência; C: fortalecimento liberais políticas; D: etnias múltiplas valorização; E: inclusão promoção social
31,C,1.4133,"TEXTO IImagem de São Benedito. Disponível em: http://acervo.bndigital.bn.br.  Acesso em: 6 jan. 2016 (adaptado).TEXTO IIOs santos tornaram-se grandes aliados da Igreja para atrair novos devotos, pois eram obedientes a Deus e ao poder clerical. Contando e estimulando o conhecimento sobre a vida dos santos, a Igreja transmitia aos ﬁéis os ensinamentos que julgava corretos e que deviam ser imitados por escravos que, em geral, traziam outras crenças de suas terras de origem, muito diferentes das que preconizava a fé católica.OLIVEIRA, A. J. Negra devoção. Revista de História da Biblioteca Nacional,  n. 20, maio 2007 (adaptado).Posteriormente ressigniﬁcados no interior de certas irmandades e no contato com outra matriz religiosa, o ícone e a prática mencionada no texto estiveram desde o século XVII relacionados a um esforço da Igreja Católica para",A: reduzir o poder das confrarias; B: cristianizar a população afro-brasileira; C: espoliar recursos materiais dos cativos; D: recrutar libertos para seu corpo eclesiástico; E: atender a demanda popular por padroeiros locais,2016,acervo acesso adaptado aliados atrair benedito biblioteca bn bndigital br católica certas clerical conhecimento contando contato corretos crenças desde deus deviam devotos devoção diferentes disponível ensinamentos escravos esforço estimulando fé geral grandes história http igreja iimagem iios imitados interior irmandades j jan julgava maio matriz mencionada n nacional negra novos obedientes oliveira origem outra outras poder pois posteriormente preconizava prática relacionados religiosa revista santos sobre século terras texto tornaram transmitia traziam vida xvii ícone,A: confrarias poder reduzir; B: afro brasileira cristianizar população; C: cativos espoliar materiais recursos; D: corpo eclesiástico libertos recrutar; E: atender demanda locais padroeiros popular
42,C,0.30658,"Em 1935, o governo brasileiro começou a negar vistos a judeus. Posteriormente, durante o Estado Novo, uma circular secreta proibiu a concessão de vistos a “pessoas de origem semita”, inclusive turistas e negociantes, o que causou uma queda de 75% da imigração judaica ao longo daquele ano. Entretanto, mesmo com as imposições da lei, muitos judeus continuaram entrando ilegalmente no país durante a guerra e as ameaças de deportação em massa nunca foram concretizadas, apesar da extradição de alguns indivíduos por sua militância política.GRIMBERG, K. Nova língua interior: 500 anos de história dos judeus no Brasil. In: IBGE. Brasil: 500 anos de povoamento. Rio de Janeiro: IBGE, 2000 (adaptado).Uma razão para a adoção da política de imigração mencionada no texto foi o(a)",A: receio do controle sionista sobre a economia nacional; B: reserva de postos de trabalho para a mão de obra local; C: oposição do clero católico à expansão de novas religiões; D: apoio da diplomacia varguista às opiniões dos líderes árabes; E: simpatia de membros da burocracia pelo projeto totalitário alemão,2016,adaptado adoção alguns ameaças ano anos apesar brasil brasileiro causou circular começou concessão concretizadas continuaram daquele deportação durante entrando entretanto estado extradição governo grimberg guerra história ibge ilegalmente imigração imposições in inclusive indivíduos interior janeiro judaica judeus k lei longo língua massa mencionada militância muitos negar negociantes nova novo nunca origem país pessoas política posteriormente povoamento proibiu queda razão rio secreta semita texto turistas vistos,A: controle economia nacional receio sionista sobre; B: local mão obra postos reserva trabalho; C: católico clero expansão novas oposição religiões; D: apoio diplomacia líderes opiniões varguista árabes; E: alemão burocracia membros projeto simpatia totalitário
12,E,0.89411,"Pirro aﬁrmava que nada é nobre nem vergonhoso, justo ou injusto; e que, da mesma maneira, nada existe do ponto de vista da verdade; que os homens agem apenas segundo a lei e o costume, nada sendo mais isto do que aquilo. Ele levou uma vida de acordo com esta doutrina, nada procurando evitar e não se desviando do que quer que fosse, suportando tudo, carroças, por exemplo, precipícios, cães, nada deixando ao arbítrio dos sentidos.LAÉRCIO, D. Vidas e sentenças dos filósofos ilustres . Brasília: Editora UnB, 1988.O ceticismo, conforme sugerido no texto, caracteriza-se por:",A: Desprezar quaisquer convenções e obrigações da sociedade; B: Atingir o verdadeiro prazer como o princípio e o fim da vida feliz.; C: Defender a indiferença e a impossibilidade de obter alguma certeza; D: Aceitar o determinismo e ocupar-se com a esperança transcendente; E: Agir de forma virtuosa e sábia a ﬁm de enaltecer o homem bom e belo,2016,acordo agem apenas arbítrio brasília caracteriza carroças ceticismo conforme costume cães d deixando desviando doutrina editora evitar exemplo existe filósofos homens ilustres injusto justo laércio lei levou maneira mesma nada nobre pirro ponto precipícios procurando quer segundo sendo sentenças sentidos sugerido suportando texto tudo unb verdade vergonhoso vida vidas vista,A: convenções desprezar obrigações quaisquer sociedade; B: atingir feliz fim prazer princípio verdadeiro vida; C: alguma certeza defender impossibilidade indiferença obter; D: aceitar determinismo esperança ocupar transcendente; E: agir belo bom enaltecer forma homem sábia virtuosa
34,C,1.4933,"O conceito de função social da cidade  incorpora a organização do espaço físico como fruto da regulação social, isto é, a cidade deve contemplar todos os seus moradores e não somente aqueles que estão no mercado formal da produção capitalista da cidade. A tradição dos códigos de ediﬁcação, uso e ocupação do solo no Brasil sempre partiram do pressuposto de que a cidade não tem divisões entre os incluídos e os excluídos socialmente.QUINTO JR., L. P. Nova legislação urbana e os velhos fantasmas.  Estudos Avançados (USP), n. 47, 2003 (adaptado).Uma política governamental que contribui para viabilizar a função social da cidade, nos moldes indicados no texto, é a",A: qualiﬁcação de serviços públicos em bairros periféricos; B: implantação de centros comerciais em eixos rodoviários; C: proibição de construções residenciais em regiões íngremes; D: disseminação de equipamentos culturais em locais turísticos; E: desregulamentação do setor imobiliário em áreas favelizadas,2016,adaptado avançados brasil capitalista cidade conceito contemplar contribui códigos deve divisões espaço estudos excluídos fantasmas formal fruto função físico governamental incluídos incorpora indicados jr l legislação mercado moldes moradores n nova ocupação organização p partiram política pressuposto produção quinto regulação sempre social socialmente solo somente texto todos tradição urbana uso usp velhos viabilizar,A: bairros periféricos públicos serviços; B: centros comerciais eixos implantação rodoviários; C: construções proibição regiões residenciais íngremes; D: culturais disseminação equipamentos locais turísticos; E: desregulamentação favelizadas imobiliário setor áreas
16,A,2.13138,"O bioma Cerrado foi considerado recentemente um dos 25 hotspots de biodiversidade do mundo, segundo uma análise em escala mundial das regiões biogeográﬁcas sobre áreas globais prioritárias para conservação. O conceito de hotspot foi criado tendo em vista a escassez de recursos direcionados para conservação, com o objetivo de apresentar os chamados “pontos quentes”, ou seja, locais para os quais existe maior necessidade de direcionamento de esforços, buscando evitar a extinção de muitas espécies que estão altamente ameaçadas por ações antrópicas.  PINTO, P. P.; DINIZ-FILHO, J. A. F. In: ALMEIDA, M. G. (Org.). Tantos cerrados:  múltiplas abordagens sobre a biogeodiversidade e singularidade cultural.  Goiânia: Vieira, 2005 (adaptado).A necessidade desse tipo de ação na área mencionada tem como causa a",A: intensiﬁcação da atividade turística; B: implantação de parques ecológicos; C: exploração dos recursos minerais; D: elevação do extrativismo vegetal; E: expansão da fronteira agrícola,2016,abordagens adaptado almeida altamente ameaçadas antrópicas análise apresentar ação ações biodiversidade biogeodiversidade bioma buscando causa cerrado cerrados chamados conceito conservação considerado criado cultural desse diniz direcionados direcionamento escala escassez esforços espécies evitar existe extinção f filho g globais goiânia hotspot hotspots in j locais m maior mencionada muitas mundial mundo múltiplas necessidade objetivo org p pinto pontos prioritárias quais quentes recentemente recursos regiões segundo singularidade sobre tantos tendo tipo vieira vista área áreas,A: atividade turística; B: ecológicos implantação parques; C: exploração minerais recursos; D: elevação extrativismo vegetal; E: agrícola expansão fronteira
10,A,2.02381,"TEXTO IMais de 50 mil refugiados entraram no território húngaro apenas no primeiro semestre de 2015. Budapeste lançou os “trabalhos preparatórios” para a  construção de um muro de quatro metros de altura e  175 km ao longo de sua fronteira com a Sérvia, informou o ministro húngaro das Relações Exteriores. “Uma resposta comum da União Europeia a este desaﬁo da imigração é muito demorada, e a Hungria não pode esperar. Temos que agir”, justiﬁcou o ministro.Disponível em: www.portugues.rﬁ.fr. Acesso em: 19 jun. 2015 (adaptado).TEXTO IIO Alto Comissariado das Nações Unidas para Refugiados (ACNUR) critica as manifestações de xenofobia adotadas pelo governo da Hungria. O país foi invadido por cartazes nos quais o chefe do executivo insta os imigrantes a respeitarem as leis e a não “roubarem” os empregos dos húngaros. Para o ACNUR, a medida é surpreendente, pois a xenofobia costuma ser instigada por pequenos grupos radicais e não pelo próprio governo do país.Disponível em: http://pt.euronews.com. Acesso em: 19 jun. 2015 (adaptado).O posicionamento governamental citado nos textos é criticado pelo ACNUR por ser considerado um caminho para o(a)",A: alteração do regime político; B: fragilização da supremacia nacional; C: expansão dos domínios geográﬁcos; D: cerceamento da liberdade de expressão; E: fortalecimento das práticas de discriminação,2016,acesso acnur adaptado adotadas agir alto altura apenas budapeste caminho cartazes chefe citado comissariado comum considerado construção costuma critica criticado demorada disponível empregos entraram esperar euronews europeia executivo exteriores fr fronteira governamental governo grupos http hungria húngaro húngaros iio imais imigrantes imigração informou insta instigada invadido jun km lançou leis longo manifestações medida metros mil ministro muro nações país pequenos pode pois portugues posicionamento preparatórios primeiro próprio pt quais quatro radicais refugiados relações respeitarem resposta roubarem semestre surpreendente sérvia território texto textos trabalhos unidas união www xenofobia,A: alteração político regime; B: fragilização nacional supremacia; C: domínios expansão; D: cerceamento expressão liberdade; E: discriminação fortalecimento práticas
13,D,1.05194,"A sociologia ainda não ultrapassou a era das construções e das sínteses ﬁlosóﬁcas. Em vez de assumir a tarefa de lançar luz sobre uma parcela restrita do campo social, ela prefere buscar as brilhantes generalidades em que todas as questões são levantadas sem que nenhuma seja expressamente tratada.  Não é com exames sumários e por meio de intuições rápidas que se pode chegar a descobrir as leis de uma realidade tão complexa. Sobretudo, generalizações às vezes tão amplas e tão apressadas não são suscetíveis de nenhum tipo de prova. DURKHEIM, E. O suicídio : estudo de sociologia. São Paulo: Martins Fontes, 2000.O texto expressa o esforço de Émile Durkheim em construir uma sociologia com base na",A: vinculação com a ﬁlosoﬁa como saber uniﬁcado; B: reunião de percepções intuitivas para demonstração; C: formulação de hipóteses subjetivas sobre a vida social; D: adesão aos padrões de investigação típicos das ciências naturais; E: incorporação de um conhecimento alimentado pelo engajamento político,2016,ainda amplas apressadas assumir base brilhantes buscar campo chegar complexa construir construções descobrir durkheim esforço estudo exames expressa expressamente fontes generalidades generalizações intuições lançar leis levantadas luz martins meio nenhum nenhuma parcela paulo pode prefere prova questões realidade restrita rápidas sobre sobretudo social sociologia suicídio sumários suscetíveis sínteses tarefa texto tipo todas tratada tão ultrapassou vez vezes émile,A: saber vinculação; B: demonstração intuitivas percepções reunião; C: formulação hipóteses sobre social subjetivas vida; D: adesão ciências investigação naturais padrões típicos; E: alimentado conhecimento engajamento incorporação político
4,E,0.60943,"Disponível em: www.imageforum-diffusion.afp.com. Acesso em: 6 jan. 2016.O regime do Apartheid  adotado de 1948 a 1994 na África do Sul fundamentava-se em ações estatais de segregacionismo racial. Na imagem, fuzileiros navais fazem valer a “lei do passe” que regulamentava o(a)","A: concentração fundiária, impedindo os negros de tomar posse legítima do uso da terra; B: boicote econômico, proibindo os negros de consumir produtos ingleses sem resistência armada; C: sincretismo religioso, vetando os ritos sagrados dos negros nas cerimônias oﬁciais do Estado; D: controle sobre a movimentação, desautorizando os negros a transitar em determinadas áreas das cidades; E: exclusão do mercado de trabalho, negando à população negra o acesso aos bens de consumo",2016,acesso adotado afp apartheid ações diffusion disponível estatais fazem fundamentava fuzileiros imageforum imagem jan lei navais passe racial regime regulamentava segregacionismo sul valer www áfrica,A: concentração fundiária impedindo legítima negros posse terra tomar uso; B: armada boicote consumir econômico ingleses negros produtos proibindo resistência; C: cerimônias estado negros religioso ritos sagrados sincretismo vetando; D: cidades controle desautorizando determinadas movimentação negros sobre transitar áreas; E: acesso bens consumo exclusão mercado negando negra população trabalho
44,B,0.56914,"A linhagem dos primeiros críticos ambientais brasileiros não praticou o elogio laudatório da beleza e da grandeza do meio natural brasileiro. O meio natural foi elogiado por sua riqueza e potencial econômico, sendo sua destruição interpretada como um signo de atraso, ignorância e falta de cuidado.PÁDUA, J. A. Um sopro de destruição: pensamento político e crítica ambiental no Brasil escravista (1786-1888). Rio de Janeiro: Zahar, 2002 (adaptado).Descrevendo a posição dos críticos ambientais brasileiros dos séculos XVIII e XIX, o autor demonstra que, via de regra, eles viam o meio natural como",A: ferramenta essencial para o avanço da nação; B: dádiva divina para o desenvolvimento industrial; C: paisagem privilegiada para a valorização fundiária; D: limitação topográﬁca para a promoção da urbanização; E: obstáculo climático para o estabelecimento da civilização,2016,adaptado ambientais ambiental atraso autor beleza brasil brasileiro brasileiros crítica críticos cuidado demonstra descrevendo destruição econômico elogiado elogio escravista falta grandeza ignorância interpretada j janeiro laudatório linhagem meio natural pensamento político posição potencial praticou primeiros pádua regra rio riqueza sendo signo sopro séculos via viam xix xviii zahar,A: avanço essencial ferramenta nação; B: desenvolvimento divina dádiva industrial; C: fundiária paisagem privilegiada valorização; D: limitação promoção urbanização; E: civilização climático estabelecimento obstáculo
3,A,1.16631,"O coronelismo era fruto de alteração na relação de forças entre os proprietários rurais e o governo, e signiﬁcava o fortalecimento do poder do Estado antes que o predomínio do coronel. Nessa concepção, o coronelismo é, então, um sistema político nacional, com base em barganhas entre o governo e os coronéis. O coronel tem o controle dos cargos públicos, desde o delegado de polícia até a professora primária. O coronel hipoteca seu apoio ao governo, sobretudo na forma de voto.CARVALHO, J. M. Pontos e bordados : escritos de história política.  Belo Horizonte: Editora UFMG, 1998 (adaptado).No contexto da Primeira República no Brasil, as relações políticas descritas baseavam-se na",A: coação das milícias locais; B: estagnação da dinâmica urbana; C: valorização do proselitismo partidário; D: disseminação de práticas clientelistas; E: centralização de decisões administrativas,2016,adaptado alteração antes apoio barganhas base baseavam belo bordados brasil cargos carvalho concepção contexto controle coronel coronelismo coronéis delegado descritas desde editora então escritos estado forma fortalecimento forças fruto governo hipoteca história horizonte j m nacional nessa poder polícia política políticas político pontos predomínio primeira primária professora proprietários públicos relação relações república rurais sistema sobretudo ufmg voto,A: coação locais milícias; B: dinâmica estagnação urbana; C: partidário proselitismo valorização; D: clientelistas disseminação práticas; E: administrativas centralização decisões
1,A,1.0434,"Dessalinização das águasCapacidade total de dessalinização das águas salobras ou salinas (por país em metros cúbicos por dia)Estados Unidos5 653 941Espanha2 588 658Emirados Árabes Unidos6 228 017Arábia Saudita6 879 869Kuwait2 111 558Japão1 054 274Capacidade instalada (m³/dia): 5 001 a 50 000 50 001 a 500 000500 001 a 1 000 000 acima de 1 000 000EUA. Relatório da Academia Nacional de Ciências, 2008 (adaptado).Conforme a análise do documento cartográfico, a área de concentração das usinas de dessalinização é explicada pelo(a)",A: pioneirismo tecnológico; B: condição hidropedológica; C: escassez de água potável; D: efeito das mudanças climáticas; E: busca da sustentabilidade ambiental,2016,academia acima adaptado análise cartográfico ciências concentração conforme cúbicos dessalinização dia documento estados explicada instalada metros nacional país relatório salinas salobras total usinas águas águascapacidade árabes área,A: pioneirismo tecnológico; B: condição hidropedológica; C: escassez potável água; D: climáticas efeito mudanças; E: ambiental busca sustentabilidade
6,D,1.19238,"Vi os homens sumirem-se numa grande tristeza.  Os melhores cansaram-se das suas obras. Proclamou-se uma doutrina e com ela circulou uma crença: Tudo é oco, tudo é igual, tudo passou! O nosso trabalho foi inútil; o nosso vinho tornou-se veneno; o mau olhado amareleceu-nos os campos e os corações. Secamos de todo, e se caísse fogo em cima de nós, as nossas cinzas voariam em pó. Sim; cansamos o próprio fogo. Todas as fontes secaram para nós, e o mar retirou-se. Todos os solos se querem abrir, mas os abismos não nos querem tragar!NIETZSCHE, F. Assim falou Zaratustra. Rio de Janeiro: Ediouro, 1977.O texto exprime uma construção alegórica, que traduz um entendimento da doutrina niilista, uma vez que",A: reforça a liberdade do cidadão; B: desvela os valores do cotidiano; C: exorta as relações de produção; D: destaca a decadência da cultura; E: ampliﬁca o sentimento de ansiedade,2016,abismos abrir alegórica amareleceu assim campos cansamos cansaram caísse cima cinzas circulou construção corações crença doutrina ediouro entendimento exprime f falou fogo fontes grande homens igual inútil janeiro mar mau melhores nietzsche niilista obras oco olhado passou proclamou próprio pó querem retirou rio secamos secaram sim solos sumirem texto todas todo todos tornou trabalho traduz tragar tristeza tudo veneno vez vi vinho voariam zaratustra,A: cidadão liberdade reforça; B: cotidiano desvela valores; C: exorta produção relações; D: cultura decadência destaca; E: ansiedade sentimento
26,A,1.45228,"O Cruzeiro, década  de 1960. Disponível em: www.memoriaviva.com.br. Acesso em: 28 fev. 2012 (adaptado).No anúncio, há referências a algumas das transformações ocorridas no Brasil nos anos 1950 e 1960. No entanto, tais referências omitem transformações que impactaram segmentos da população, como a",A: exaltação da tradição colonial; B: redução da influência estrangeira; C: ampliação da imigração internacional; D: intensiﬁcação da desigualdade regional; E: desconcentração da produção industrial,2016,acesso adaptado algumas anos anúncio br brasil cruzeiro disponível década entanto fev impactaram memoriaviva ocorridas omitem população referências segmentos tais transformações www,A: colonial exaltação tradição; B: estrangeira influência redução; C: ampliação imigração internacional; D: desigualdade regional; E: desconcentração industrial produção
35,B,1.60742,"Pesca industrial provoca destruição na ÁfricaO súbito desaparecimento do bacalhau dos grandes cardumes da Terra Nova, no ﬁnal do século XX  — o que ninguém havia previsto —, teve o efeito de um eletrochoque planetário. Lançada pelos bascos no século XV, a pesca e depois a sobrepesca desse grande peixe de água fria levaram ao impensável.  Ao Canadá o bacalhau nunca mais voltou. E o que ocorreu no Atlântico Norte está acontecendo em outros mares. Os maiores navios do mundo seguem agora em direção ao sul, até os limites da Antártida, para competir pelos estoques remanescentes.MORA, J. S. Disponível em: www.diplomatique.com.br. Acesso em: 14 jan. 2014.O problema exposto no texto jornalístico relaciona-se à",A: insustentabilidade do modelo de produção e consumo; B: fragilidade ecológica de ecossistemas costeiros; C: inviabilidade comercial dos produtos marinhos; D: mudança natural nos oceanos e mares; E: vulnerabilidade social de áreas pobres,2016,acesso acontecendo agora antártida atlântico bacalhau bascos br canadá cardumes competir desaparecimento desse destruição diplomatique direção disponível efeito eletrochoque estoques exposto fria grande grandes havia impensável industrial j jan jornalístico lançada levaram limites maiores mares mora mundo navios ninguém norte nova nunca ocorreu outros peixe pesca planetário previsto problema provoca relaciona remanescentes s seguem sobrepesca sul século súbito terra texto voltou www xv xx áfricao água,A: consumo insustentabilidade modelo produção; B: costeiros ecológica ecossistemas fragilidade; C: comercial inviabilidade marinhos produtos; D: mares mudança natural oceanos; E: pobres social vulnerabilidade áreas
30,B,1.75392,"A mundialização introduz o aumento da produtividade do trabalho sem acumulação de capital, justamente pelo caráter divisível da forma técnica molecular-digital do que resulta a permanência da má distribuição da renda: exempliﬁcando mais uma vez, os vendedores de refrigerantes às portas dos estádios viram sua produtividade aumentada graças ao just in time dos fabricantes e distribuidores de bebidas, mas para realizar o valor de tais mercadorias, a forma do trabalho dos vendedores é a mais primitiva. Combinam-se, pois, acumulação molecular-digital com o puro uso da força de trabalho.OLIVEIRA, F. Crítica à razão dualista e o ornitorrinco . Campinas: Boitempo, 2003.Os aspectos destacados no texto afetam diretamente questões como emprego e renda, sendo possível explicar essas transformações pelo(a)",A: crise bancária e o fortalecimento do capital industrial; B: inovação toyotista e a regularização do trabalho formal; C: impacto da tecnologia e as modiﬁcações na estrutura produtiva; D: emergência da globalização e a expansão do setor secundário; E: diminuição do tempo de trabalho e a necessidade de diploma superior,2016,acumulação afetam aspectos aumentada aumento bebidas boitempo campinas capital caráter combinam crítica destacados digital diretamente distribuidores distribuição divisível dualista emprego estádios explicar f fabricantes forma força graças in introduz just justamente mercadorias molecular mundialização má oliveira ornitorrinco permanência pois portas possível primitiva produtividade puro questões razão realizar refrigerantes renda resulta sendo tais texto time trabalho transformações técnica uso valor vendedores vez viram,A: bancária capital crise fortalecimento industrial; B: formal inovação regularização toyotista trabalho; C: estrutura impacto produtiva tecnologia; D: emergência expansão globalização secundário setor; E: diminuição diploma necessidade superior tempo trabalho
21,E,-0.01092,"Ser moderno é encontrar-se em um ambiente que promete aventura, poder, alegria, crescimento, autotransformação e transformação das coisas em redor — mas ao mesmo tempo ameaça destruir tudo o que temos, tudo o que sabemos, tudo o que somos. A experiência ambiental da modernidade anula todas as fronteiras geográﬁcas e raciais, de classe e nacionalidade: nesse sentido, pode-se dizer que a modernidade une a espécie humana. Porém, é uma unidade paradoxal, uma unidade de desunidade.BERMAN, M. Tudo que é sólido desmancha no ar : a aventura da modernidade. São Paulo: Cia. das Letras, 1986 (adaptado).O texto apresenta uma interpretação da modernidade que a caracteriza como um(a)",A: dinâmica social contraditória; B: interação coletiva harmônica; C: fenômeno econômico estável.; D: sistema internacional decadente; E: processo histórico homogeneizador,2016,adaptado alegria ambiental ambiente ameaça anula apresenta ar autotransformação aventura berman caracteriza cia classe coisas crescimento desmancha destruir desunidade dizer encontrar espécie experiência fronteiras humana interpretação letras m modernidade moderno nacionalidade nesse paradoxal paulo pode poder porém promete raciais redor sabemos sentido sólido tempo texto todas transformação tudo une unidade,A: contraditória dinâmica social; B: coletiva harmônica interação; C: econômico estável fenômeno; D: decadente internacional sistema; E: histórico homogeneizador processo
32,E,1.39311,"Não estou mais pensando como costumava pensar. Percebo isso de modo mais acentuado quando estou lendo. Mergulhar num livro, ou num longo artigo, costumava ser fácil. Isso raramente ocorre atualmente. Agora minha atenção começa a divagar depois de duas ou três páginas. Creio que sei o que está acontecendo. Por mais de uma década venho passando mais tempo on-line, procurando e surfando e algumas vezes acrescentando informação à grande biblioteca da internet. A internet tem sido uma dádiva para um escritor como eu. Pesquisas que antes exigiam dias de procura em jornais ou na biblioteca agora podem ser feitas em minutos. Como disse o teórico da comunicação Marshall McLuhan nos anos 60, a mídia não é apenas um canal passivo para o tráfego de informação. Ela fornece a matéria, mas também molda o processo de pensamento. E o que a net parece fazer é pulverizar minha capacidade de concentração e contemplação.CARR, N. Is Google making us stupid?  Disponível em: www.theatlantic.com.Acesso em: 17 fev. 2013 (adaptado).Em relação à internet, a perspectiva defendida pelo autor ressalta um paradoxo que se caracteriza por",A: associar uma experiência superﬁcial à abundância de informações; B: condicionar uma capacidade individual à desorganização da rede; C: agregar uma tendência contemporânea à aceleração do tempo; D: aproximar uma mídia inovadora à passividade da recepção; E: equiparar uma ferramenta digital à tecnologia analógica,2016,acentuado acesso acontecendo acrescentando adaptado agora algumas anos antes apenas artigo atenção atualmente autor biblioteca canal capacidade caracteriza carr começa comunicação concentração contemplação costumava creio defendida dias disponível disse divagar duas dádiva década escritor exigiam fazer feitas fev fornece fácil google grande informação internet is jornais lendo line livro longo making marshall matéria mcluhan mergulhar minutos modo molda mídia n net ocorre on paradoxo parece passando passivo pensamento pensando pensar percebo perspectiva pesquisas podem processo procura procurando pulverizar páginas raramente relação ressalta sei sido stupid surfando tempo teórico theatlantic tráfego três us venho vezes www,A: abundância associar experiência informações; B: capacidade condicionar desorganização individual rede; C: aceleração agregar contemporânea tempo tendência; D: aproximar inovadora mídia passividade recepção; E: analógica digital equiparar ferramenta tecnologia
14,B,1.0009,"Uma scena franco-brazileira: “franco” — pelo local e os personagens, o local que é Paris e os personagens que são pessôas do povo da grande capital; “brazileira” pelo que ahi se está bebendo: café do Brazil. O Lettreiro diz a verdade apregoando que esse é o melhor de todos os cafés. (Essa página foi desenhada especialmente para A Illustração Brazileira pelo Sr. Tofani, desenhista do Je Sais Tout.)A Illustração Brazileira, n. 2, 15 jun. 1909 (adaptado).A página do periódico do início do século XX documenta um importante elemento da cultura francesa, que é revelador do papel do Brasil na economia mundial, indicado no seguinte aspecto:",A: Prestador de serviços gerais; B: Exportador de bens industriais; C: Importador de padrões estéticos; D: Fornecedor de produtos agrícolas; E: Formador de padrões de consumo,2016,adaptado ahi apregoando aspecto bebendo brasil brazil brazileira café cafés capital cultura desenhada desenhista diz documenta economia elemento especialmente francesa franco grande illustração importante indicado início je jun lettreiro local melhor mundial n papel paris periódico personagens pessôas povo página revelador sais scena seguinte sr século todos tofani tout verdade xx,A: gerais prestador serviços; B: bens exportador industriais; C: estéticos importador padrões; D: agrícolas fornecedor produtos; E: consumo formador padrões
27,D,0.88565,"Participei de uma entrevista com o músico Renato Teixeira. Certa hora, alguém pediu para listar as diferenças entre a música sertaneja antiga e a atual. A resposta dele surpreendeu a todos: “Não há diferença alguma. A música caipira sempre foi a mesma. É uma música que espelha a vida do homem no campo, e a música não mente. O que mudou não foi a música, mas a vida no campo”. Faz todo sentido: a música caipira de raiz exalava uma solidão, um certo distanciamento do país “moderno”. Exigir o mesmo de uma música feita hoje, num interior conectado, globalizado e rico como o que temos, é impossível. Para o bem ou para o mal, a música reflete seu próprio tempo.BARCINSKI, A. Mudou a música ou mudaram os caipiras? Folha de São Paulo , 4 jun. 2012 (adaptado).",A: questão cultural indicada no texto ressalta o seguinte aspecto socioeconômico do atual campo brasileiro:A Crescimento do sistema de produção extensiva; B: Expansão de atividades das novas ruralidades; C: Persistência de relações de trabalho compulsório; D: Contenção da política de subsídios agrícolas; E: Fortalecimento do modelo de organização cooperativa,2016,adaptado alguma alguém antiga atual barcinski bem caipira caipiras campo certa certo conectado diferença diferenças distanciamento entrevista espelha exalava exigir faz feita folha globalizado hoje homem hora impossível interior jun listar mal mente mesma moderno mudaram mudou música músico participei paulo país pediu próprio raiz reflete renato resposta rico sempre sentido sertaneja solidão surpreendeu teixeira tempo todo todos vida,A: aspecto atual brasileiro campo crescimento cultural extensiva indicada produção questão ressalta seguinte sistema socioeconômico texto; B: atividades expansão novas ruralidades; C: compulsório persistência relações trabalho; D: agrícolas contenção política subsídios; E: cooperativa fortalecimento modelo organização
39,A,1.01952,"O número de ﬁ  lhos por casal diminui rapidamente. Para a maioriados economistas, isso representa um alerta para o futuro.Taxa de fecundidade total1,92,42,94,45,81,02,03,04,05,06,0BRASILChina Coreia do SulPortugalEUAJapãoFontes: IBGE e OCDE2000 1990 1980 1970 2010Disponível em: http://epoca.globo.com. Acesso em: 20 out. 2015 (adaptado).Uma consequência socioeconômica para os países que vivenciam o fenômeno demográﬁ  co ilustrado é a diminuição da",A: oferta de mão de obra nacional; B: média de expectativa de vida; C: disponibilidade de serviços de saúde; D: despesa de natureza previdenciária; E: imigração de trabalhadores q ualiﬁ  cados,2016,acesso adaptado alerta casal co consequência coreia diminui diminuição economistas epoca fecundidade fenômeno futuro globo http ibge ilustrado lhos maioriados número out países rapidamente representa socioeconômica sulportugaleuajapãofontes taxa vivenciam,A: mão nacional obra oferta; B: expectativa média vida; C: disponibilidade saúde serviços; D: despesa natureza previdenciária; E: cados imigração q trabalhadores
