numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano
2,E,0.64189,"Ao destruir uma paisagem de árvores de troncos retorcidos, folhas e arbustos ásperos sobre os solos ácidos, não raro laterizados ou tomados pelas formas bizarras dos cupinzeiros, essa modernização lineariza e aparentemente não permite que se questione a pretensão modernista de que a forma deve seguir a função.HAESBAERT, R. “Gaúchos” e baianos no “novo” Nordeste: entre a globalização econômica e a reinvenção das identidades territoriais. In: CASTRO, I. E.; GOMES, P . C. C.; CORRÊA, R. L. (Org.). Brasil: questões atuais da reorganização do território .  Rio de Janeiro: Bertrand Brasil, 2008.O processo descrito ocorre em uma área biogeográﬁca com predomínio de vegetação",A:  tropóﬁla e clima tropical; B:  xeróﬁla e clima semiárido; C:  hidróﬁla e clima equatorial; D:  aciculifoliada e clima subtropical; E:  semidecídua e clima tropical úmido,2017
9,E,0.03534,"A instalação de uma reﬁnaria obedece a diversos fatores técnicos. Um dos mais importantes é a localização, que deve ser próxima tanto dos centros de consumo como das áreas de produção. A Petrobras possui reﬁnarias estrategicamente distribuídas pelo país. Elas são responsáveis pelo processamento de milhões de barris de petróleo por dia, suprindo o mercado com derivados que podem ser obtidos a partir de petróleo nacional ou importado.MURTA, A. L. S. Energia: o vício da civilização; crise energética e alternativas sustentáveis. Rio de Janeiro: Garamond, 2011.A territorialização de uma unidade produtiva depende de diversos fatores locacionais. A partir da leitura do texto, o fator determinante para a instalação das reﬁnarias de petróleo é a proximidade a",A:  sedes de empresas petroquímicas; B:  zonas de importação de derivados; C:  polos de desenvolvimento tecnológico; D:  áreas de aglomerações de mão de obra; E:  espaços com infraestrutura de circulação,2017
15,D,1.11385,"Mas era sobretudo a lã que os compradores, vindos da Flandres ou da Itália, procuravam por toda a parte. Para satisfazê-los, as raças foram melhoradas através do aumento progressivo das suas dimensões. Esse crescimento prosseguiu durante todo o século XIII, e as abadias da Ordem de Cister, onde eram utilizados os métodos mais racionais de criação de gado, desempenharam certamente um papel determinante nesse aperfeiçoamento.DUBY, G. Economia rural e vida no campo no Ocidente medieval.  Lisboa: Estampa, 1987 (adaptado).O texto aponta para a relação entre aperfeiçoamento da atividade pastoril e avanço técnico na Europa ocidental feudal, que resultou do(a) ",A:  crescimento do trabalho escravo.; B:  desenvolvimento da vida urbana; C:  padronização dos impostos locais; D:  uniformização do processo produtivo; E:  desconcentração da estrutura fundiária,2017
31,C,1.4133,"Tudo sobre a batalha de Belo Monte . Disponível em: http://arte.folha.uol.com.br. Acesso em: 10 jan. 2014.Comparando os dados das hidrelétricas, uma característica territorial positiva de Belo Monte é o(a)",A:  reduzido espaço relativo inundado; B:  acentuado desnível do relevo local; C:  elevado índice de urbanização regional; D:  presença dos grandes parques industriais; E:  proximidade de fronteiras internacionais estratégicas,2017
42,C,0.30658,"Trata-se da perda progressiva da produtividade de biomas inteiros, afetando parcelas muito expressivas dos domínios subúmidos e semiáridos em todas as regiões quentes do mundo. É nessas áreas, ecologicamente transicionais, que a pressão sobre a biomassa se faz sentir com muita força, devido à retirada da cobertura florestal, ao superpastoreio e às atividades mineradoras não controladas, desencadeando um quadro agudo de degradação ambiental, refletido pela incapacidade de suporte para o desenvolvimento de espécies vegetais, seja uma floresta natural ou plantações agrícolas.CONTI, J. B. A geograﬁa física e as relações sociedade-natureza no mundo tropical. In: CARLOS, A. F. A. (Org.). Novos caminhos da geografia. São Paulo: Contexto, 1999 (adaptado).O texto enfatiza uma consequência da relação conflituosa entre a sociedade humana e o ambiente, que diz respeito ao processo de",A:  inversão térmica; B:  poluição atmosférica; C:  eutroﬁzação da água; D:  contaminação dos solos; E:  desertiﬁcação de ecossistemas,2017
12,E,0.89411,"O fenômeno da mobilidade populacional vem, desde as últimas décadas do século XX, apresentando transformações signiﬁcativas no seu comportamento, não só no Brasil como também em outras partes do mundo. Esses novos processos se materializam, entre outros aspectos, na dimensão interna, pelo redirecionamento dos fluxos migratórios para as cidades médias, em detrimento dos grandes centros urbanos; pelos deslocamentos de curta duração e a distâncias menores; pelos movimentos pendulares, que passam a assumir maior relevância nas estratégias de sobrevivência, não mais restritos aos grandes aglomerados urbanos.OLIVEIRA, L. A. P.; OLIVEIRA, A. T. R. Reflexões sobre os deslocamentos populacionais no Brasil. Rio de Janeiro: IBGE, 2011 (adaptado).","A: redeﬁnição dos fluxos migratórios internos no Brasil, no período apontado no texto, tem como causa a intensiﬁcação do processo deA  descapitalização do setor primário; B:  ampliação da economia informal.; C:  tributação da área residencial citadina; D:  desconcentração da atividade industrial; E:  saturação da empregabilidade no setor terciário",2017
34,C,1.4933,"A participação da mulher no processo de decisão política ainda é extremamente limitada em praticamente todos os países, independentemente do regime econômico e social e da estrutura institucional vigente em cada um deles. É fato público e notório, além de empiricamente comprovado, que as mulheres estão em geral sub-representadas nos órgãos do poder, pois a proporção não corresponde jamais ao peso relativo dessa parte da população.TABAK, F. Mulheres públicas: participação política e poder. Rio de Janeiro: Letra Capital, 2002.No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de",A:  leis de combate à violência doméstica.; B:  cotas de gênero nas candidaturas partidárias; C:  programas de mobilização política nas escolas; D:  propagandas de incentivo ao voto consciente; E:  apoio ﬁnanceiro às lideranças femininas,2017
16,A,2.13138,"Palestinos se agruparam em frente a aparelhos de televisão e telas montadas ao ar livre em Ramalah, na Cisjordânia, para acompanhar o voto da resolução que pedia o reconhecimento da chamada Palestina como um Estado observador não membro da Organização das Nações Unidas (ONU). O objetivo era esperar pelo nascimento, ao menos formal, de um Estado palestino. Depois da aprovação da resolução, centenas de pessoas foram à praça da cidade com bandeiras palestinas, soltaram fogos de artifício, ﬁzeram buzinaços e dançaram pelas ruas. Aprovada com 138 votos dos 193 da Assembleia-Geral, a resolução eleva o status do Estado palestino perante a organização.Palestinos comemoram elevação de status na ONU com bandeiras e fogos . Disponível em: http://folha.com. Acesso em: 4 dez. 2012 (adaptado).",A: mencionada resolução da ONU referendou o(a)A  delimitação institucional das fronteiras territoriais; B:  aumento da qualidade de vida da população local; C:  implementação do tratado de paz com os israelenses; D:  apoio da comunidade internacional à demanda nacional; E:  equiparação da condição política com a dos demais países,2017
10,A,2.02381," Sou ﬁlho natural de uma negra, africana livre, da Costa da Mina (Nagô de Nação), de nome Luiza Mahin, pagã, que sempre recusou o batismo e a doutrina cristã. Minha mãe era baixa de estatura, magra, bonita, a cor era de um preto retinto e sem lustro, tinha os dentes alvíssimos como a neve, era muito altiva, geniosa, insofrida. Dava-se ao comércio — era quitandeira, muito laboriosa e, mais de uma vez, na Bahia, foi presa como suspeita de envolver-se em planos de insurreição de escravos, que não tiveram efeito.AZEVEDO, E. “Lá vai verso!”: Luiz Gama e as primeiras trovas burlescas de Getulino. In: CHALHOUB, S.; PEREIRA, L. A. M. A história contada : capítulos de história social da literatura no Brasil. Rio de Janeiro: Nova Fronteira, 1998 (adaptado).Nesse trecho de suas memórias, Luiz Gama ressalta a importância dos(as)",A:  laços de solidariedade familiar; B:  estratégias de resistência cultural; C:  mecanismos de hierarquização tribal; D:  instrumentos de dominação religiosa; E:  limites da concessão de alforria,2017
13,D,1.05194,"Figura 1TERRA MARMORNOALTA       PRESSÃ O BAIXAPRESSÃOQUENTEFORMAÇÃO DA  BRISA  MARINHAFigura 2TERRA MARMORNOBAIXAPRESSÃOFRIOALTA        PRESSÃ OFORMAÇÃO DO  TERRALSALGADO-LABOURIAU, M. L. História ecológica da Terra .  São Paulo: Edgard Blucher, 1994 (adaptado).Nas imagens constam informações sobre a formação de brisas em áreas litorâneas. Esse processo é resultado de",A:  uniformidade do gradiente de pressão atmosférica; B:  aquecimento diferencial da superfície; C:  quedas acentuadas de médias térmicas; D:  mudanças na umidade relativa do ar; E:  variações altimétricas acentuadas,2017
4,E,0.60943,"Durante o Estado Novo, os encarregados da propaganda procuraram aperfeiçoar-se na arte da empolgação e envolvimento das “multidões” através das mensagens políticas. Nesse tipo de discurso, o signiﬁcado das palavras importa pouco, pois, como declarou Goebbels, “não falamos para dizer alguma coisa, mas para obter determinado efeito”.CAPELATO, M. H. Propaganda política e controle dos meios de comunicação.   In: PANDOLFI, D. (Org.). Repensando o Estado Novo . Rio de Janeiro: FGV, 1999.O controle sobre os meios de comunicação foi uma marca do Estado Novo, sendo fundamental à propaganda política, na medida em que visava",A:  conquistar o apoio popular na legitimação do novo governo; B:  ampliar o envolvimento das multidões nas decisões políticas; C:  aumentar a oferta de informações públicas para a sociedade civil; D:  estender a participação democrática dos meios de comunicação no Brasil; E:  alargar o entendimento da população sobre as intenções do novo governo,2017
44,B,0.56914,"TEXTO ISólon é o primeiro nome grego que nos vem à mente quando terra e dívida são mencionadas juntas. Logo depois de 600 a.C., ele foi designado “legislador” em Atenas, com poderes sem precedentes, porque a exigência de redistribuição de terras e o cancelamento das dívidas não podiam continuar bloqueados pela oligarquia dos proprietários de terra por meio da força ou de pequenas concessões.FINLEY, M. Economia e sociedade na Grécia antiga .  São Paulo: WMF Martins Fontes, 2013 (adaptado). TEXTO IIA “Lei das Doze Tábuas” se tornou um dos textos fundamentais do direito romano, uma das principais heranças romanas que chegaram até nós. A publicação dessas leis, por volta de 450 a.C., foi importante, pois o conhecimento das “regras do jogo” da vida em sociedade é um instrumento favorável ao homem comum e potencialmente limitador da hegemonia e arbítrio dos poderosos. FUNARI, P. P. Grécia e Roma. São Paulo: Contexto, 2011 (adaptado).O ponto de convergência entre as realidades sociopolíticas indicadas nos textos consiste na ideia de que a",A:  discussão de preceitos formais estabeleceu a democracia; B:  invenção de códigos jurídicos desarticulou as aristocracias; C:  formulação de regulamentos oﬁciais instituiu as sociedades; D:  deﬁnição de princípios morais encerrou os conflitos de interesses; E:  criação de normas coletivas diminuiu as desigualdades de tratamento,2017
3,A,1.16631,"Com a Lei de Terras de 1850, o acesso à terra só passou a ser possível por meio da compra com pagamento em dinheiro. Isso limitava, ou mesmo praticamente impedia, o acesso à terra para os trabalhadores escravos que conquistavam a liberdade. OLIVEIRA, A. U. Agricultura brasileira: transformações recentes. In: ROSS, J. L. S. Geografia do Brasil. São Paulo: Edusp, 2009.O fato legal evidenciado no texto acentuou o processo de",A:  reforma agrária; B:  expansão mercantil; C:  concentração fundiária; D:  desruralização da elite; E:  mecanização da produ ção,2017
1,A,1.0434,"Estão aí, como se sabe, dois candidatos à presidência, os senhores Eduardo Gomes e Eurico Dutra, e um terceiro, o senhor Getúlio Vargas, que deve ser candidato de algum grupo político oculto, mas é também o candidato popular. Porque há dois “queremos”: o “queremos” dos que querem ver se continuam nas posições e o “queremos” popular... Aﬁnal, o que é que o senhor Getúlio Vargas é? É fascista? É comunista? É ateu? É cristão? Quer sair? Quer ﬁcar? O povo, entretanto, parece que gosta dele por isso mesmo, porque ele é “à moda da casa”.A Democracia . 16 set. 1945, apud GOMES, A. C.; D’ARAÚJO, M. C.   Getulismo e trabalhismo . São Paulo: Ática, 1989.O movimento político mencionado no texto caracterizou-se por",A:  reclamar a participação das agremiações partidárias; B:  apoiar a permanência da ditadura estadonovista; C:  demandar a conﬁrmação dos direitos trabalhistas; D:  reivindicar a transição constitucional sob influência  do governante; E:  resgatar a representatividade dos sindicatos sob controle social,2017
6,D,1.19238," O instituto popular, de acordo com o exame da razão, fez da ﬁgura do alferes Xavier o principal dos inconﬁdentes, e colocou os seus parceiros a meia ração de glória. Merecem, decerto, a nossa estima aqueles outros; eram patriotas. Mas o que se ofereceu a carregar com os pecadores de Israel, o que chorou de alegria quando viu comutada a pena de morte dos seus companheiros, pena que só ia ser executada nele, o enforcado, o esquartejado, o decapitado, esse tem de receber o prêmio na proporção do martírio, e ganhar por todos, visto que pagou por todos.ASSIS, M. Gazeta de Notícias, n. 114, 24 abr. 1892.No processo de transição para a República, a narrativa machadiana sobre a Inconﬁdência Mineira associa ",A:  redenção cristã e cultura cívica; B:  veneração aos santos e radicalismo militar.; C:  apologia aos protestantes e culto ufanista; D:  tradição messiânica e tendência regionalista; E:  representação eclesiástica e dogmatismo ideológico,2017
26,A,1.45228,"No período anterior ao golpe militar de 1964, os documentos episcopais indicavam para os bispos que o desenvolvimento econômico, e claramente o desenvolvimento capitalista, orientando-se no sentido da justa distribuição da riqueza, resolveria o problema da miséria rural e, consequentemente, suprimiria a possibilidade do proselitismo e da expansão comunista entre os camponeses. Foi nesse sentido que o golpe de Estado, de 31 de março de 1964, foi acolhido pela Igreja.MARTINS, J. S. A política do Brasil: lúmpen e místico. São Paulo: Contexto, 2011 (adaptado).Em que pesem as divergências no interior do clero após a instalação da ditadura civil-militar, o posicionamento mencionado no texto fundamentou-se no entendimento da hierarquia católica de que o(a)",A:  luta de classes é estimulada pelo livre mercado; B:  poder oligárquico é limitado pela ação do Exército; C:  doutrina cristã é beneﬁciada pelo atraso do interior; D:  espaço político é dominado pelo interesse empresarial; E:  manipulação ideológica é favorecida pela privação material,2017
35,B,1.60742,"O conceito de democracia, no pensamento de Habermas, é construído a partir de uma dimensão procedimental, calcada no discurso e na deliberação. A legitimidade democrática exige que o processo de tomada de decisões políticas ocorra a partir de uma ampla discussão pública, para somente então decidir. Assim, o caráter deliberativo corresponde a um processo coletivo de ponderação e análise, permeado pelo discurso, que antecede a decisão.VITALE, D. Jürgen Habermas, modernidade e democracia deliberativa.  Cadernos do CRH (UFBA), v. 19, 2006 (adaptado).O conceito de democracia proposto por Jürgen Habermas pode favorecer processos de inclusão social. De acordo com o texto, é uma condição para que isso aconteça o(a)",A:  participação direta periódica do cidadão; B:  debate livre e racional entre cidadãos e Estado; C:  interlocução entre os poderes governamentais; D:  eleição de lideranças políticas com mandatos temporários; E:  controle do poder político por cidadãos mais esclareci dos.,2017
30,B,1.75392,"Uma pessoa vê-se forçada pela necessidade a pedir dinheiro emprestado. Sabe muito bem que não poderá pagar, mas vê também que não lhe emprestarão nada se não prometer ﬁ  rmemente pagar em prazo determinado. Sente a tentação de fazer a promessa; mas tem ainda consciência bastante para perguntar a si mesma: não é proibido e contrário ao dever livrar-se de apuros desta maneira? Admitindo que se decida a fazê-lo, a sua máxima de ação seria: quando julgo estar em apuros de dinheiro, vou pedi-lo emprestado e prometo pagá-lo, embora saiba que tal nunca sucederá.KANT, I. Fundamentação da metafísica dos costumes. São Paulo: Abril Cultural, 1980.De acordo com a moral kantiana, a “falsa promessa de pagamento” representada no texto",A:  assegura que a ação seja aceita por todos a partir da livre discussão participativa; B:  garante que os efeitos das ações não destruam a possibilidade da vida futura na terra; C:  opõe-se ao princípio de que toda ação do homem possa valer como norma universal; D:  materializa-se no entendimento de que os ﬁ  ns da ação humana podem justiﬁ  car os meios; E:  permite que a ação individual produza a mais ampla felicidade para as pessoas envolvidas,2017
21,E,-0.01092,"O terremoto de 8,8 na escala Richter que atingiu a costa oeste do Chile, em fevereiro, provocou mudanças signiﬁ  cativas no mapa da região. Segundo uma análise preliminar, toda a cidade de Concepción se deslocou pelo menos três metros para o oeste. Buenos Aires moveu-se cerca de 2,5 centímetros para oeste, enquanto Santiago, mais próxima do local do evento, deslocou-se quase 30 centímetros para o oeste-sudoeste. As cidades de Valparaíso, no Chile, e Mendoza, na Argentina, também tiveram suas posições alteradas signiﬁ  cativamente (13,4 centímetros e 8,8 centímetros, respectivamente).Revista InfoGNSS, Curitiba, ano 6, n. 31, 2010.No texto, destaca-se um tipo de evento geológico frequente em determinadas partes da superfície terrestre. Esses eventos estão concentrados em","A:  áreas vulcânicas, onde o material magmático se eleva, formando cordilheiras; B:  faixas costeiras, onde o assoalho oceânico recebe sedimentos, provocando tsunamis; C:  estreitas faixas de intensidade sísmica, no contato das placas tectônicas, próximas a dobramentos modernos; D:  escudos cristalinos, onde as rochas são submetidas aos processos de intemperismo, com alterações bruscas de temperatura; E:  áreas de bacias sedimentares antigas, localizadas no centro das placas tectônicas, em regiões conhecidas como pontos quentes",2017
32,E,1.39311,"Figura 124º24º22º23º23º22º22º21º22º20º22º24º23º18º17º17º11º11º4º4º9º19º19º18ºMínimas - Quinta-feiraCPTEC/INPE 28/08/2014Disponível em: http://img0.cptec.inpe.br. Acesso em: 25 ago. 2014 (adaptado).Figura 2Umidade relativa do ar, por região do país,para o dia 28/08/2014RegiõesUmidade relativa(intervalo médio)Norte 60 - 70%Nordeste 90 - 100%Centro-Oeste 55 - 65%Sudeste 65 - 75%Sul 90 - 100%Disponível em: http://imagens.climatempo.com.br. Acesso em: 25 ago. 2014 (adaptado).No dia em que foram colhidos os dados meteorológicos apresentados, qual fator climático foi determinante para explicar os índices de umidade relativa do ar nas regiões Nordeste e Sul?","A:  Altitude, que forma barreiras naturais; B:  Vegetação, que afeta a incidência solar; C:  Massas de ar, que provocam precipitações; D:  Correntes marítimas, que atuam na troca de calor; E:  Continentalidade, que infl  uencia na amplitude da temperatura",2017
14,B,1.0009,"Se, pois, para as coisas que fazemos existe um ﬁm que desejamos por ele mesmo e tudo o mais é desejado no interesse desse ﬁm; evidentemente tal ﬁm será o bem, ou antes, o sumo bem. Mas não terá o conhecimento, porventura, grande influência sobre essa vida? Se assim é, esforcemo-nos por determinar, ainda que em linhas gerais apenas, o que seja ele e de qual das ciências ou faculdades constitui o objeto. Ninguém duvidará de que o seu estudo pertença à arte mais prestigiosa e que mais verdadeiramente se pode chamar a arte mestra. Ora, a política mostra ser dessa natureza, pois é ela que determina quais as ciências que devem ser estudadas num Estado, quais são as que cada cidadão deve aprender, e até que ponto; e vemos que até as faculdades tidas em maior apreço, como a estratégia, a economia e a retórica, estão sujeitas a ela. Ora, como a política utiliza as demais ciências e, por outro lado, legisla sobre o que devemos e o que não devemos fazer, a ﬁnalidade dessa ciência deve abranger as das outras, de modo que essa ﬁnalidade será o bem humano. ARISTÓTELES. Ética a Nicômaco. In: Pensadores. São Paulo: Nova Cultural, 1991 (adaptado).Para Aristóteles, a relação entre o sumo bem e a organização da pólis pressupõe que",A:  o bem dos indivíduos consiste em cada um perseguir seus interesses; B:  o sumo bem é dado pela fé de que os deuses são os portadores da verdade; C:  a política é a ciência que precede todas as demais na organização da cidade; D:  a educação visa formar a consciência de cada pessoa para agir corretamente; E:  a democracia protege as atividades políticas necessárias para o bem comum,2017
27,D,0.88565,"O comércio soube extrair um bom proveito da interatividade própria do meio tecnológico. A possibilidade de se obter um alto desenho do perﬁl de interesses do usuário, que deverá levar às últimas consequências o princípio da oferta como isca para o desejo consumista, foi o principal deles.SANTAELLA, L. Culturas e artes do pós-humano : da cultura das mídias à cibercultura. São Paulo: Paulus, 2003 (adaptado).Do ponto de vista comercial, o avanço das novas tecnologias, indicado no texto, está associado à",A:  atuação dos consumidores como ﬁscalizadores da produção; B:  exigência de consumidores conscientes de seus direitos; C:  relação direta entre fabricantes e consumidores; D:  individualização das mensagens publicitárias; E:  manutenção das preferências de consu mo,2017
39,A,1.01952,"Figura 1Recorte fotográfico de Maria Bonita, década de 1930.Figura 2 Traje de coleção de Zuzu Angel.ABRAÃO, B. Disponível em: www.brasilcult.pro.br.   Acesso em: 18 maio 2013.Disponível em: www.zuzuangel.com.br. Acesso em: 18 maio 2013.Elaborada em 1969, a releitura contida na Figura 2 revela aspectos de uma trajetória e obra dedicadas à",A: valorização de uma representação tradicional da mulher; B:  descaracterização de referências do folclore nordestino; C:  fusão de elementos brasileiros à moda da Europa; D:  massiﬁcação do consumo de uma arte local; E:  criação de uma estética de resistência,2017
46,C,1.511,"No Segundo Congresso Internacional de Ciências Geográficas, em 1875, a que compareceram o presidente da República, o governador de Paris e o presidente da Assembleia, o discurso inaugural do almirante La Roucière-Le Noury expôs a atitude predominante no encontro: “Cavalheiros, a Providência nos ditou a obrigação de conhecer e conquistar a terra. Essa ordem suprema é um dos deveres imperiosos inscritos em nossas inteligências e nossas atividades. A geografia, essa ciência que inspira tão bela devoção e em cujo nome foram sacrificadas tantas vítimas, tornou-se a filosofia da terra”.SAID, E. Cultura e política . São Paulo: Cia. das Letras, 1995.No contexto histórico apresentado, a exaltação da ciência geográfica decorre do seu uso para o(a)",A: preservação cultural dos territórios ocupados; B: formação humanitária da sociedade europeia; C: catalogação de dados úteis aos propósitos colonialistas; D: desenvolvimento de técnicas matemáticas de construção de cartas; E: consolidação do conhecimento topográfico como campo acadêmico,2018
47,A,1.6599,"A existência em Jerusalém de um hospital voltado para o alojamento e o cuidado dos peregrinos, assim como daqueles entre eles que estavam cansados ou doentes, fortaleceu o elo entre a obra de assistência e de caridade e a Terra Santa. Ao fazer, em 1113, do Hospital de Jerusalém um estabelecimento central da ordem, Pascoal II estimulava a filiação dos hospitalários do Ocidente a ele, sobretudo daqueles que estavam ligados à peregrinação na Terra Santa ou em outro lugar. A militarização do Hospital de Jerusalém não diminuiu a vocação caritativa primitiva, mas a fortaleceu.DEMURGER, A. Os Cavaleiros de Cristo. Rio de Janeiro:  Jorge Zahar, 2002 (adaptado).O acontecimento descrito vincula-se ao fenômeno ocidental do(a)","A: surgimento do monasticismo guerreiro, ocasionado pelas cruzadas; B: descentralização do poder eclesiástico, produzida pelo feudalismo; C: alastramento da peste bubônica, provocado pela expansão comercial; D: afirmação da fraternidade mendicante, estimulada pela reforma espiritual; E: criação das faculdades de medicina, promovida pelo renascimento urbano",2018
48,C,1.30736,"A tribo não possui um rei, mas um chefe que não é chefe de Estado. O que significa isso? Simplesmente que o chefe não dispõe de nenhuma autoridade, de nenhum poder de coerção, de nenhum meio de dar uma ordem. O chefe não é um comandante, as pessoas da tribo não têm nenhum dever de obediência. O espaço da chefia não é o lugar do poder. Essencialmente encarregado de eliminar conflitos que podem surgir entre indivíduos, famílias e linhagens, o chefe só dispõe, para restabelecer a ordem e a concórdia, do prestígio que lhe reconhece a sociedade. Mas evidentemente prestígio não significa poder, e os meios que o chefe detém para realizar sua tarefa de pacificador limitam-se ao uso exclusivo da palavra.CLASTRES, P. A sociedade contra o Estado. Rio de Janeiro: Francisco Alves, 1982 (adaptado).O modelo político das sociedades discutidas no texto contrasta com o do Estado liberal burguês porque se baseia em:",A: Imposição ideológica e normas hierárquicas; B: Determinação divina e soberania monárquica; C: Intervenção consensual e autonomia comunitária; D: Mediação jurídica e regras contratualistas; E: Gestão coletiva e obrigações tributárias,2018
49,D,1.47683,"O filósofo reconhece-se pela posse inseparável do gosto da evidência e do sentido da ambiguidade. Quando se limita a suportar a ambiguidade, esta se chama equívoco. Sempre aconteceu que, mesmo aqueles que pretenderam construir uma filosofia absolutamente positiva, só conseguiram ser filósofos na medida em que, simultaneamente, se recusaram o direito de se instalar no saber absoluto. O que caracteriza o filósofo é o movimento que leva incessantemente do saber à ignorância, da ignorância ao saber, e um certo repouso neste movimento.MERLEAU-PONTY, M. Elogio da filosofia . Lisboa: Guimarães, 1998 (adaptado).O texto apresenta um entendimento acerca dos elementos constitutivos da atividade do filósofo, que se caracteriza por",A: reunir os antagonismos das opiniões ao método dialético; B: ajustar a clareza do conhecimento ao inatismo das ideias; C: associar a certeza do intelecto à imutabilidade da verdade; D: conciliar o rigor da investigação à inquietude do questionamento; E: compatibilizar as estruturas do pensamento aos princípios fundamentais,2018
50,D,1.3994,"Figura 1Disponível em: www.thehenryford.org. Acesso em: 3 maio 2018.Figura 2Disponível em: www.abc.net.au. Acesso em: 3 maio 2018.Esse ônibus relaciona-se ao ato praticado, em 1955, por Rosa Parks, apresentada em fotografia ao lado de Martin Luther King. O veículo alcançou o estatuto de obra museológica por simbolizar o(a)",A: impacto do medo da corrida armamentista.; B: democratização do acesso à escola pública.; C: preconceito de gênero no transporte coletivo.; D: deflagração do movimento por igualdade civil.; E: eclosão da rebeldia no comportamento juvenil,2018
51,B,1.35288,"Desde que tenhamos compreendido o significado da palavra “Deus”, sabemos, de imediato, que Deus existe. Com efeito, essa palavra designa uma coisa de tal ordem que não podemos conceber nada que lhe seja maior. Ora, o que existe na realidade e no pensamento é maior do que o que existe apenas no pensamento. Donde se segue que o objeto designado pela palavra “Deus”, que existe no pensamento, desde que se entenda essa palavra, também existe na realidade. Por conseguinte, a existência de Deus é evidente.TOMÁS DE AQUINO. Suma teológica. Rio de Janeiro: Loyola, 2002.O texto apresenta uma elaboração teórica de Tomás de Aquino caracterizada por",A: reiterar a ortodoxia religiosa contra os heréticos; B: sustentar racionalmente doutrina alicerçada na fé; C: explicar as virtudes teologais pela demonstração; D: flexibilizar a interpretação oficial dos textos sagrados; E: justificar pragmaticamente crença livre de dogmas,2018
52,D,1.34319,"TEXTO ITudo aquilo que é válido para um tempo de guerra, em que todo homem é inimigo de todo homem, é válido também para o tempo durante o qual os homens vivem sem outra segurança senão a que lhes pode ser oferecida por sua própria força e invenção.HOBBES, T. Leviatã. São Paulo: Abril Cultural, 1983.TEXTO IINão vamos concluir, com Hobbes que, por não ter nenhuma ideia de bondade, o homem seja naturalmente mau. Esse autor deveria dizer que, sendo o estado de natureza aquele em que o cuidado de nossa conservação é menos prejudicial à dos outros, esse estado era, por conseguinte, o mais próprio à paz e o mais conveniente ao gênero humano.ROUSSEAU, J.-J. Discurso sobre a origem e o fundamento da desigualdade entre os homens. São Paulo: Martins Fontes, 1993 (adaptado).Os trechos apresentam divergências conceituais entre autores que sustentam um entendimento segundo o qual a igualdade entre os homens se dá em razão de uma",A: predisposição ao conhecimento; B: submissão ao transcendente; C: tradição epistemológica; D: condição original; E: vocação política,2018
53,D,1.90182,"Foi-se o tempo em que era possível mostrar um mundo econômico organizado em camadas bem definidas, onde grandes centros urbanos se ligavam, por si próprios, a economias adjacentes “lentas”, com o ritmo muito mais rápido do comércio e das finanças de longo alcance. Hoje tudo ocorre como se essas camadas sobrepostas estivessem mescladas e interpermeadas. Interdependências de curto e longo alcance não podem mais ser separadas umas das outras.BRENNER, N. A globalização como reterritorialização. Cadernos Metrópole,  n. 24, jul.-dez. 2010 (adaptado).",A: maior complexidade dos espaços urbanos contemporâneos ressaltada no texto explica-se pelaA expansão de áreas metropolitanas; B: emancipação de novos municípios; C: consolidação de domínios jurídicos; D: articulação de redes multiescalares; E: redefinição de reg iões administr ativas,2018
54,E,1.01525,"TEXTO IE pois que em outra cousa nesta parte me não posso vingar do demônio, admoesto da parte da cruz de Cristo Jesus a todos que este lugar lerem, que deem a esta terra o nome que com tanta solenidade lhe foi posto, sob pena de a mesma cruz que nos há de ser mostrada no dia final, os acusar de mais devotos do pau-brasil que dela.BARROS, J. In: SOUZA, L. M. Inferno atlântico : demonologia e colonização:  séculos XVI-XVIII. São Paulo: Cia. das Letras, 1993.TEXTO IIE deste modo se hão os povoadores, os quais, por mais arraigados que na terra estejam e mais ricos que sejam, tudo pretendem levar a Portugal, e, se as fazendas e bens que possuem souberam falar, também lhes houveram de ensinar a dizer como os papagaios, aos quais a primeira coisa que ensinam é: papagaio real para Portugal, porque tudo querem para lá.SALVADOR, F. V. In: SOUZA, L. M. (Org.). História da vida privada no Brasil: cotidiano e vida privada na América portuguesa. São Paulo: Cia. das Letras, 1997.As críticas desses cronistas ao processo de colonização portuguesa na América estavam relacionadas à",A: utilização do trabalho escravo; B: implantação de polos urbanos; C: devastação de áreas naturais; D: ocupação de terras indígenas; E: expropriação de riquezas locais,2018
